subject,body_text,url_count,has_urgency,label
System Warning: Update password immediately!,We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-netflix-support.net/login,3,1,1
Lunch reservation details (Ref: 281),"Hi Team, please find attached the weekly spreadsheet covering our key performance indicators. Thanks, Sarah.",0,0,0
Netflix: Your subscription has been suspended!,Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-amazon-support.net/login,2,1,1
Weekly Project Progress Update (Ref: 543),"We successfully deployed the latest security patches to the production clusters. Thanks, Alice.",1,0,0
Microsoft Account: Verify security settings now,We could not process your monthly membership. Please update your payment card information at the link below. Click here: http://verification-amazon-support.net/login,1,1,1
Client presentation slide deck (Ref: 335),"Attached is the PDF copy of our Q3 budget allocation analysis. Let me know if you have questions. Thanks, Alice.",1,0,0
Update Billing Information: Payment Restrict Alert,We could not process your monthly membership. Please update your payment card information at the link below. Click here: http://verification-amazon-support.net/login,2,1,1
Lunch reservation details (Ref: 135),"Attached is the PDF copy of our Q3 budget allocation analysis. Let me know if you have questions. Thanks, Sarah.",1,0,0
Update Billing Information: Payment Restrict Alert,Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-amazon-support.net/login,1,1,1
Release notes for version 2.4.1 (Ref: 452),"Your request for business travel expenses has been reviewed and approved by management. Thanks, Sarah.",1,0,0
"Congratulations! You won a $1,000 reward voucher","A transaction of $500.00 is pending verification. If you did not authorize this, log in here to cancel it. Click here: http://verification-netflix-support.net/login",2,0,1
Client presentation slide deck (Ref: 750),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, Sarah.",1,0,0
Invoice Notification: Payment outstanding #83940,We could not process your monthly membership. Please update your payment card information at the link below. Click here: http://verification-chase-support.net/login,3,1,1
Agenda for Tomorrow's Standup Meeting (Ref: 659),"Your request for business travel expenses has been reviewed and approved by management. Thanks, Alice.",0,0,0
"Congratulations! You won a $1,000 reward voucher",We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-paypal-support.net/login,2,1,1
Annual performance evaluation reminder (Ref: 283),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, Alice.",1,0,0
Update Billing Information: Payment Restrict Alert,You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-netflix-support.net/login,2,1,1
Lunch reservation details (Ref: 517),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, Sarah.",1,0,0
Update Billing Information: Payment Restrict Alert,Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-netflix-support.net/login,2,1,1
Feedback on code design patterns (Ref: 268),"The recent refactor of the database layer looks clean. Great job on the transaction alignments. Thanks, Sarah.",1,0,0
PayPal Support: Unauthorized funds transfer request,Someone accessed your profile from an unrecognized device in Russia. Verify your credentials below. Click here: http://verification-amazon-support.net/login,2,1,1
Approved: Expense report #3904 (Ref: 485),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, Sarah.",1,0,0
"Congratulations! You won a $1,000 reward voucher",We could not process your monthly membership. Please update your payment card information at the link below. Click here: http://verification-amazon-support.net/login,2,1,1
Quarterly financial report summary (Ref: 279),"We successfully deployed the latest security patches to the production clusters. Thanks, David.",1,0,0
URGENT: Verify your account activity immediately!,Someone accessed your profile from an unrecognized device in Russia. Verify your credentials below. Click here: http://verification-paypal-support.net/login,3,1,1
Release notes for version 2.4.1 (Ref: 301),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, David.",1,0,0
Verify your banking details to avoid limitations,"A transaction of $500.00 is pending verification. If you did not authorize this, log in here to cancel it. Click here: http://verification-netflix-support.net/login",3,1,1
New repository pull request merged (Ref: 401),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, Sarah.",1,0,0
Invoice Notification: Payment outstanding #83940,Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-paypal-support.net/login,3,1,1
New repository pull request merged (Ref: 778),"Hi Team, please find attached the weekly spreadsheet covering our key performance indicators. Thanks, David.",0,0,0
"Congratulations! You won a $1,000 reward voucher","A transaction of $500.00 is pending verification. If you did not authorize this, log in here to cancel it. Click here: http://verification-netflix-support.net/login",2,0,1
Client presentation slide deck (Ref: 892),"Attached are the slides for the client presentation. Please review them before the call. Thanks, David.",1,0,0
Netflix: Your subscription has been suspended!,Your recent invoice payment was declined. Update your billing credentials now to prevent account suspension. Click here: http://verification-netflix-support.net/login,3,1,1
Agenda for Tomorrow's Standup Meeting (Ref: 393),"Hi Team, please find attached the weekly spreadsheet covering our key performance indicators. Thanks, Sarah.",0,0,0
